,Frequency,FrequencyCode,Indicator,IndicatorCategory,IndicatorCategoryCode,IndicatorCode,PartnerEconomy,PartnerEconomyCode,Period,PeriodCode,ProductOrSector,ProductOrSectorClassification,ProductOrSectorClassificationCode,ProductOrSectorCode,ReportingEconomy,ReportingEconomyCode,Unit,UnitCode,Value,Year
416,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Comoros,174,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,19170.0,2016
417,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Costa Rica,188,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,6401.0,2016
418,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Ethiopia,231,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,5199.0,2016
419,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,France,250,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,202090.0,2016
420,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Germany,276,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,25148.0,2016
421,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Guatemala,320,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,6745.0,2016
422,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,India,356,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,13488969.0,2016
423,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Indonesia,360,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,79787.0,2016
424,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Iran,364,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,1294.0,2016
425,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Italy,380,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,1400774.0,2016
426,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Japan,392,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,155.0,2016
427,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Jordan,400,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,823.0,2016
428,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Korea, Republic of",410,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,33.0,2016
429,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Lebanese Republic,422,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,972.0,2016
430,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Madagascar,450,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,48307.0,2016
431,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Malta,470,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,115763.0,2016
432,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Mexico,484,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,10688.0,2016
433,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Morocco,504,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,185148.0,2016
434,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Netherlands,528,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,765.0,2016
435,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Nicaragua,558,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,3362.0,2016
436,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Papua New Guinea,598,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,9790.0,2016
437,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Paraguay,600,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,175.0,2016
438,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Peru,604,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,3485.0,2016
439,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Poland,616,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,9696.0,2016
440,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Portugal,620,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,2752.0,2016
441,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Russian Federation,643,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,6256.0,2016
442,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Viet Nam,704,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,18277950.0,2016
443,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Spain,724,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,544472.0,2016
444,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Switzerland,756,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,10997.0,2016
445,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Syrian Arab Republic,760,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,477395.0,2016
446,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Thailand,764,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,29372.0,2016
447,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United Arab Emirates,784,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,48310.0,2016
448,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Turkey,792,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,29661.0,2016
449,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Uganda,800,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,5655857.0,2016
450,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Egypt,818,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,1558876.0,2016
451,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United States of America,840,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Tunisia,788,US$,USD,12104.0,2016
452,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,World,000,Annual,A,Products of the milling industry; malt; starches; inulin; wheat gluten,Harmonized System,HS,11,Tunisia,788,US$,USD,13221427.0,2016
453,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Australia,036,Annual,A,Products of the milling industry; malt; starches; inulin; wheat gluten,Harmonized System,HS,11,Tunisia,788,US$,USD,6576.0,2016
454,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Belgium,056,Annual,A,Products of the milling industry; malt; starches; inulin; wheat gluten,Harmonized System,HS,11,Tunisia,788,US$,USD,852930.0,2016
455,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Sri Lanka,144,Annual,A,Products of the milling industry; malt; starches; inulin; wheat gluten,Harmonized System,HS,11,Tunisia,788,US$,USD,8522.0,2016
456,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,China,156,Annual,A,Products of the milling industry; malt; starches; inulin; wheat gluten,Harmonized System,HS,11,Tunisia,788,US$,USD,39563.0,2016
457,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,World,000,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,816678992.0,2016
458,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Argentina,032,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,24834388.0,2016
459,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Belgium,056,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,5691.0,2016
460,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Bolivia, Plurinational State of",068,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,1283.0,2016
461,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Brazil,076,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,36683.0,2016
462,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Bulgaria,100,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,16131074.0,2016
463,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Cameroon,120,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,11752.0,2016
464,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Canada,124,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,89779479.0,2016
465,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,China,156,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,510.0,2016
466,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Croatia,191,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,386601.0,2016
467,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Estonia,233,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,4161262.0,2016
468,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Finland,246,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,4698107.0,2016
469,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,France,250,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,59774497.0,2016
470,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Greece,300,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,38100822.0,2016
471,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Hong Kong, China",344,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,7821.0,2016
472,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Hungary,348,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,1686715.0,2016
473,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,India,356,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,7763339.0,2016
474,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Italy,380,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,75912818.0,2016
475,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Kazakhstan,398,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,1259634.0,2016
476,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Jordan,400,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,702.0,2016
477,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Korea, Republic of",410,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,1012.0,2016
478,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Kyrgyz Republic,417,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,1389764.0,2016
479,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Lebanese Republic,422,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,2877462.0,2016
480,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Libya,434,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,101548.0,2016
481,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Mexico,484,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,10.0,2016
482,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Moldova, Republic of",498,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,1724764.0,2016
483,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Pakistan,586,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,1139160.0,2016
484,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Paraguay,600,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,4520430.0,2016
485,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Romania,642,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,22179626.0,2016
486,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Russian Federation,643,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,46289725.0,2016
487,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Slovak Republic,703,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,2207885.0,2016
488,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Spain,724,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,15489864.0,2016
489,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Thailand,764,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,394418.0,2016
490,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Turkey,792,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,9629.0,2016
491,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Ukraine,804,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,265885261.0,2016
492,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Egypt,818,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,170902.0,2016
493,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United Kingdom,826,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,55462353.0,2016
494,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United States of America,840,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,43362602.0,2016
495,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Serbia,892,Annual,A,Cereals,Harmonized System,HS,10,Tunisia,788,US$,USD,13086046.0,2016
496,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Italy,380,Annual,A,Silk,Harmonized System,HS,50,Tunisia,788,US$,USD,21011676.0,2016
497,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Japan,392,Annual,A,Silk,Harmonized System,HS,50,Tunisia,788,US$,USD,1158.0,2016
498,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Korea, Republic of",410,Annual,A,Silk,Harmonized System,HS,50,Tunisia,788,US$,USD,22.0,2016
499,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Portugal,620,Annual,A,Silk,Harmonized System,HS,50,Tunisia,788,US$,USD,627.0,2016
500,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Spain,724,Annual,A,Silk,Harmonized System,HS,50,Tunisia,788,US$,USD,39.0,2016
501,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Turkey,792,Annual,A,Silk,Harmonized System,HS,50,Tunisia,788,US$,USD,854.0,2016
502,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United Kingdom,826,Annual,A,Silk,Harmonized System,HS,50,Tunisia,788,US$,USD,5945.0,2016
503,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United States of America,840,Annual,A,Silk,Harmonized System,HS,50,Tunisia,788,US$,USD,2080.0,2016
504,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,World,000,Annual,A,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",Harmonized System,HS,51,Tunisia,788,US$,USD,23166444.0,2016
505,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Australia,036,Annual,A,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",Harmonized System,HS,51,Tunisia,788,US$,USD,1208096.0,2016
506,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Belgium,056,Annual,A,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",Harmonized System,HS,51,Tunisia,788,US$,USD,71223.0,2016
507,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Bulgaria,100,Annual,A,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",Harmonized System,HS,51,Tunisia,788,US$,USD,131571.0,2016
508,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,China,156,Annual,A,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",Harmonized System,HS,51,Tunisia,788,US$,USD,2945404.0,2016
509,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Chinese Taipei,158,Annual,A,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",Harmonized System,HS,51,Tunisia,788,US$,USD,412.0,2016
510,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Czech Republic,203,Annual,A,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",Harmonized System,HS,51,Tunisia,788,US$,USD,186560.0,2016
