,Frequency,FrequencyCode,Indicator,IndicatorCategory,IndicatorCategoryCode,IndicatorCode,PartnerEconomy,PartnerEconomyCode,Period,PeriodCode,ProductOrSector,ProductOrSectorClassification,ProductOrSectorClassificationCode,ProductOrSectorCode,ReportingEconomy,ReportingEconomyCode,Unit,UnitCode,Value,Year
442,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Chile,152,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,6702012.0,2013
443,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,China,156,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,3919397.0,2013
444,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Chinese Taipei,158,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,2921.0,2013
445,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Colombia,170,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,116547.0,2013
446,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Peru,604,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,1192.0,2013
447,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Poland,616,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,1289298.0,2013
448,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Portugal,620,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,52982.0,2013
449,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Qatar,634,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,15.0,2013
450,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Russian Federation,643,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,51118.0,2013
451,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Rwanda,646,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,428556.0,2013
452,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Saudi Arabia, Kingdom of",682,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,262471.0,2013
453,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Singapore,702,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,654.0,2013
454,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Viet Nam,704,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,40962347.0,2013
455,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Italy,380,Annual,A,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",Harmonized System,HS,06,Egypt,818,US$,USD,33787.0,2013
456,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Japan,392,Annual,A,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",Harmonized System,HS,06,Egypt,818,US$,USD,74.0,2013
457,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Jordan,400,Annual,A,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",Harmonized System,HS,06,Egypt,818,US$,USD,16511.0,2013
458,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Kenya,404,Annual,A,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",Harmonized System,HS,06,Egypt,818,US$,USD,14431.0,2013
459,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Netherlands,528,Annual,A,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",Harmonized System,HS,06,Egypt,818,US$,USD,1044954.0,2013
460,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Saudi Arabia, Kingdom of",682,Annual,A,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",Harmonized System,HS,06,Egypt,818,US$,USD,58134.0,2013
461,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Spain,724,Annual,A,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",Harmonized System,HS,06,Egypt,818,US$,USD,162944.0,2013
462,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Syrian Arab Republic,760,Annual,A,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",Harmonized System,HS,06,Egypt,818,US$,USD,5429.0,2013
463,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Costa Rica,188,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,3451407.0,2013
464,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Croatia,191,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,35547.0,2013
465,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Czech Republic,203,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,63065.0,2013
466,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Ecuador,218,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,17736297.0,2013
467,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,France,250,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,4725585.0,2013
468,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Georgia,268,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,751000.0,2013
469,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Germany,276,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,147455.0,2013
470,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Greece,300,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,47274288.0,2013
471,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Honduras,340,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,63456.0,2013
472,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,South Africa,710,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,163.0,2013
473,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Zimbabwe,716,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,1369363.0,2013
474,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Spain,724,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,966933.0,2013
475,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Sweden,752,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,30681.0,2013
476,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Switzerland,756,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,521442.0,2013
477,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Syrian Arab Republic,760,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,17563679.0,2013
478,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Thailand,764,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,6819.0,2013
479,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United Arab Emirates,784,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,6035034.0,2013
480,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Tunisia,788,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,39677.0,2013
481,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Thailand,764,Annual,A,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",Harmonized System,HS,06,Egypt,818,US$,USD,2218.0,2013
482,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United Kingdom,826,Annual,A,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",Harmonized System,HS,06,Egypt,818,US$,USD,137182.0,2013
483,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United States of America,840,Annual,A,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",Harmonized System,HS,06,Egypt,818,US$,USD,46164.0,2013
484,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,World,000,Annual,A,Cereals,Harmonized System,HS,10,Egypt,818,US$,USD,4661580881.0,2013
485,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Argentina,032,Annual,A,Cereals,Harmonized System,HS,10,Egypt,818,US$,USD,596915766.0,2013
486,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Australia,036,Annual,A,Cereals,Harmonized System,HS,10,Egypt,818,US$,USD,140932375.0,2013
487,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Bahrain, Kingdom of",048,Annual,A,Cereals,Harmonized System,HS,10,Egypt,818,US$,USD,318.0,2013
488,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Brazil,076,Annual,A,Cereals,Harmonized System,HS,10,Egypt,818,US$,USD,593130725.0,2013
489,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Bulgaria,100,Annual,A,Cereals,Harmonized System,HS,10,Egypt,818,US$,USD,76320199.0,2013
490,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Hungary,348,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,3724.0,2013
491,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,India,356,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,14205258.0,2013
492,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Indonesia,360,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,3964745.0,2013
493,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Iran,364,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,16244706.0,2013
494,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Iraq,368,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,3178999.0,2013
495,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Italy,380,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,29050760.0,2013
496,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Côte d'Ivoire,384,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,392951.0,2013
497,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Jordan,400,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,924454.0,2013
498,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Kenya,404,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,453491.0,2013
499,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Turkey,792,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,2269113.0,2013
500,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Uganda,800,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,2513134.0,2013
501,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Ukraine,804,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,214695.0,2013
502,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United Kingdom,826,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,594925.0,2013
503,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Tanzania,834,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,1063681.0,2013
504,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United States of America,840,Annual,A,"Coffee, tea, mate and spices",Harmonized System,HS,09,Egypt,818,US$,USD,304696.0,2013
505,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,World,000,Annual,A,"Lac; gums, resins and other vegetable saps and extracts",Harmonized System,HS,13,Egypt,818,US$,USD,28363559.0,2013
506,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Austria,040,Annual,A,"Lac; gums, resins and other vegetable saps and extracts",Harmonized System,HS,13,Egypt,818,US$,USD,10615.0,2013
507,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Chad,148,Annual,A,"Lac; gums, resins and other vegetable saps and extracts",Harmonized System,HS,13,Egypt,818,US$,USD,178131.0,2013
508,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Kuwait, the State of",414,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,148.0,2013
509,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Lebanese Republic,422,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,44307078.0,2013
510,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Libya,434,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,1477543.0,2013
511,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Malaysia,458,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,667236.0,2013
512,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Mexico,484,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,354779.0,2013
513,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Moldova, Republic of",498,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,244130.0,2013
514,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Morocco,504,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,42586.0,2013
515,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Netherlands,528,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,41287.0,2013
516,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,New Zealand,554,Annual,A,Edible fruit and nuts; peel of citrus fruit or melons,Harmonized System,HS,08,Egypt,818,US$,USD,27921.0,2013
517,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Canada,124,Annual,A,Cereals,Harmonized System,HS,10,Egypt,818,US$,USD,13748464.0,2013
518,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,China,156,Annual,A,Cereals,Harmonized System,HS,10,Egypt,818,US$,USD,81.0,2013
519,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Denmark,208,Annual,A,Cereals,Harmonized System,HS,10,Egypt,818,US$,USD,262208.0,2013
520,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Finland,246,Annual,A,Cereals,Harmonized System,HS,10,Egypt,818,US$,USD,83594.0,2013
521,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,France,250,Annual,A,Cereals,Harmonized System,HS,10,Egypt,818,US$,USD,226889606.0,2013
522,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Germany,276,Annual,A,Cereals,Harmonized System,HS,10,Egypt,818,US$,USD,21336468.0,2013
523,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Greece,300,Annual,A,Cereals,Harmonized System,HS,10,Egypt,818,US$,USD,429.0,2013
524,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Hungary,348,Annual,A,Cereals,Harmonized System,HS,10,Egypt,818,US$,USD,1819696.0,2013
525,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,India,356,Annual,A,Cereals,Harmonized System,HS,10,Egypt,818,US$,USD,12528800.0,2013
